appid,appname,comments
999457,따개비루 영화관 HD,13
829828,Lena Park OKESTRA,13
900656,Bongo Touch 2 HD,13
942703,필수 영어 단어 - Voca 1500,13
1231206,"MNOP designs - 디자인 마켓, 엠엔오피 디자인스",13
941598,강원영월여행,13
1431420,BizReader 명함스캐너 비즈리더 한/영 명함인식,13
745028,NightCap,13
943197,꿈해몽,13
1445820,EBS 스터디톡 (갤럭시탭 전용),13
1876216,미리가보는군대:진짜사나이테스트,13
657032,헬로코코몽AtoZ동요,13
1396899,광역철도길라잡이,13
966815,뮤직가이드 - RockGen,13
887866,세계 인기 앱 순위 - World Top Apps,13
1601948,한 달에 영어를 Free,13
843045,니드포스피드 핫 퍼슈트 (Need for Speed™ Hot Pursuit) LITE,13
1542884,Goblin Defenders: Steel 'n' Wood,13
984780,로또리치,13
942422,"환상, 꿈 그리고 현실",13
1396884,월별운세-8월,13
1762137,[Sexy펫모델]줌카메라 훔쳐보기,13
940454,MyScript Memo,13
1614104,사줄래?(사진 좀 줄여줄래?),13
936121,야한레벨테스트-(女),13
1000806,Car Club:Tuning Storm,13
942265,끌리는 사람은 1%가 다르다,13
969555,구름빵 Lite for iPad,13
948903,오늘이,13
972892,노트스퀘어 라이트,13
948908,헨젤과 그레텔,13
947350,성경보기(BibleView),13
971345,여드름흉터 디지털매거진,13
1009475,F18 Carrier Landing Lite,13
753006,COLORCODE®POP,13
758671,미니 냉장고,13
954339,악보공장 HD,13
751245,배터리 마스터 무료,13
726909,Dr.X의 바람기 테스트,13
1222588,Fantastic Fishies,13
969542,마법천자문 LITE,13
969558,오로바둑 HD,13
851374,Pocket Academy,13
864485,SimCity™ Deluxe for iPad,13
1010107,구름빵 스토리북,13
1613232,축산유통종합정보센터,13
930598,여기가봤니? Lite [대한민국 배경화면],13
762758,SimpleSync.,13
784537,BKmania,13
755544,FreeWriter : 한국어 필기 입력,13
931114,아파트 전/월세가 조회(우리부동산),13
1613272,애터미,13
1668539,코니 아마란스 EmptyDream,13
1693375,빵터지는새해부적,13
806270,Prize Claw,13
763297,Speed Dial+,13
1148726,평생무료 내친구 호비,13
991680,좀비: 더 클래식,13
937964,우리주차장,13
1599556,The CATch!,13
1895464,3D 축구 Real Soccer,13
944593,ClassicINSTA,13
1605361,모기 사운드 for Android,13
1640903,스핀 Pesoguin,13
930534,플래시 강좌 by 플생사모 - Flash eBook,13
819585,LemonTreeGT,13
839383,몬스터볼 A KR,13
706066,Apex Of The Racing,13
1695714,볼링 3D,13
859985,Roman Empire,13
879541,Removall - 연락처를 다 지워드립니다!,13
1600951,Art Of Glow,13
1894261,후퇴의 거인(진격의 거인 사냥 게임),13
933162,연결의 달인,13
1910755,Castle Clash,13
1812280,나와닮은유명인찾기,13
930365,파오인 - 최대 잡지/신문 서비스,13
1157072,뜨거운 뉴스,13
817844,Nu Skin Opportunity,13
1894265,(네이버 웹툰) 와라!편의점 summer 도돌런처 테마,13
940887,중국어사전,13
785584,Elemental Knights Online,13
968675,괴담열전 v1,13
1010722,Little Fox Music Box – Kids songs – Sing along,13
1491466,"SMART Video Free:영화,자막,외국어",13
1858720,아이콘・배경화면 스탬프 갈아입히기★CocoPPa ☆+*,13
1898825,Gems Journey,13
941466,복싱 타이머 벨 (Boxing Timer Bell),13
942413,오즈의 마법사 : 어린이를 위한 움직이는 동화,13
930351,경기도서관,13
1935713,빠른 mp3 음악 다운로드,13
940978,글로벌 세계대백과사전,13
642221,Smart KITA,13
922081,2차세계대전 체험판,13
972187,가톨릭성경 HD,13
941073,데이트빈,13
1901161,WarCom: Genesis,13
1837721,토이디펜더R,13
750449,쉬운 공휴일 추가 (전세계 공휴일 지원),13
913136,PandaWarrior HD,13
944583,클래식 음악 II: 마스터 컬렉션 Vol. 2 (Cla,13
999126,팅커벨 - 어린이용 동영상 플레이어,13
898883,Anthill,13
897141,NH 로또,13
969677,알라딘 for iPad,13
1666658,9th Dawn RPG +,13
1794059,Kill Devils - 무료 게임,13
1526600,웃긴 아침 알람 벨소리,13
1615257,다나와 PC견적,13
1698847,내얼굴에 보이는 역마살,13
1003623,우리아이 한글떼기 for iPad,13
878056,QuickVoice® Recorder,13
875204,TapDrive Lite,13
942480,경제상식사전,13
1600652,[너는펫] 글래머 보경이편,13
930332,예스24 북러닝 저자강연 동영상강좌,13
872493,Super Crazy Wars,13
1002442,"최강SNS투표앱-뻔뻔한설문""미니폴""",13
1823384,에브리타운 [카카오톡 테마],13
1600252,호러 맞고_게임,13
1796765,태양광 배터리 충전기,13
1779911,섹시미소녀맞고2,13
1910767,연예인 치과,13
786174,Friendly Plus for Facebook,13
1544964,월간 윤종신,13
703190,AirComixHD,13
841260,Music Studio,13
835709,성냥퍼즐,13
1817753,Seven Dwarfs Cafe,13
1429737,Battery Solo Widget,13
1605333,"LTE 속도측정 (LTE, WIFI , 4G, 3G)",13
1610735,외환스마트환율,13
745994,PhotoForge2,13
1616565,사진 효과,13
876502,Theme Classic Vol.1,13
1816747,바운스볼 클리너(단계버그),13
1457635,Guns'n'Glory 무료,13
788581,Odiya,13
615218,TOEIC 990,13
764760,투미바이미 * 미래의 나에게 쓰는 편지 - To me By me,13
931708,중국어 한방 검색,13
1468704,Line Runner (Free),13
683768,피아노 코드,13
1796180,Happy Chef,13
941705,우리동네 좋은 어린이집 찾기!,13
758681,Minimalist To Do List,13
1778377,CONTRACT KILLER: ZOMBIES (NR),13
1641679,말하는 세 친구 고양이 & 토끼,13
945084,스마트브레인 올인원 - 소리와 빛을 이용한 활력 향상,13
1587498,Machinarium,13
941833,텔레캅i,13
1458040,HTR High Tech Racing,13
792059,1472워키톡(1472Walkie Talk),13
942870,업다운-텝스 영단어 (UPDOWN TEPS vocabulary),13
1692782,Next Music Widget,13
1845714,두잇서베이(dooitsurvey) - 돈버는 앱,13
948278,M.Weather,13
843439,가계부HD,13
942663,업다운–토플 영단어 (UPDOWN TOEFL vocabulary),13
1694685,메이플스토리 시그너스기사단 공식커뮤니티 헝그리앱,13
966599,누리미디어 지식서비스,13
733205,Flower Garden Free - Grow Flowers and Send Bouquets,13
659578,디오딕 3 베트남어-한국어/한국어-베트남어 사전 (Da,13
689532,SMART-SCAU,13
947169,iThoughts (mindmapping),13
1012120,시골의사 박경철의 자기혁명-오디오북,13
1769742,아이큐 테스트,13
595631,클래비북,13
1539696,체인팡 모바게판,13
1620242,Guns'n'Glory WW2 Premium,13
657284,Collins Phrasebook,13
1427546,AudioManager Pro,13
730269,Facely HD for Facebook + Chat,13
1682523,Tales from the Dragon Mountain,13
932453,현대해상 스마트 고객센터 for iPhone,13
971224,with HANSUNG,13
976688,뽀조 애니앤송 – 동화애니 10편 for iPhone,13
1599589,스타크레프트,13
1539478,땅따먹기_아오이소라 편,13
983426,육아 달인 iCareRoom Free,13
632466,Home&Work Lite,13
1177505,"등산, 자전거 내비게이션 Tranggle GPS",13
1605478,Pixel Art editor,13
942890,문단열의 패턴영어회화,13
1605473,충전하기 흔들어!,13
912483,New York 3D Rollercoaster Rush,13
896963,MissionPlus,13
1823949,Dr. Panda의 야채 정원 - 무료,13
1814585,동물원 - GO런처 테마 - 프리미엄,13
761960,RL Classic,13
1199037,iPad 전용 멀린의 연대기,13
1634546,"바로 메모 free(빠른 메모,저장,사진꾸미기,보내기)",13
942696,문단열의 자동암기 영어회화 통합본,13
1616260,스타화보,13
840027,모션트릭카메라,13
927010,The Weather Channel®,13
934168,주차왕 시즌2,13
1401423,KB말하는적금,13
886249,Where's Wally? The Fantastic Journey,13
943072,닥치고 정답,13
971143,골프인앱스,13
1664829,수퍼크로스 프로,13
932254,공인인증센터,13
1194473,동영상 플레이어 무료 - 재생 및 비디오 컬렉션을 구성,13
715964,Captain America: Sentinel of Liberty,13
749097,무료 동영상 편집기,13
930827,오마이주민번호,13
943220,푸딩 퍼즐,13
1757956,탐정 코난 퍼즐,13
619062,기묘한 동거,13
882855,Silent Alarm,13
1392200,"Pen HD - Notebook, Handwriting & Drawing Pad",13
873545,아웃도어GPS,13
805866,명언 비틀기,13
1587328,ESPGALUDAⅡ,13
967302,워드파이1700 심화,13
982873,머니멘토,13
844966,CardStar,13
894325,X-pointer,13
714603,Bug Village HD,13
1537650,건물 게임,13
1599805,2XL MX Offroad,13
1599826,캐논 국방 : 미국 남북 전쟁,13
1230893,Walking Dead: The Game,13
717800,Chess Free,13
1778026,Real Football 2013,13
936867,치과견적,13
926376,D-Day Memo Lite,13
903017,Cover Orange HD,13
1789541,배터리 통지 및 위젯,13
931308,반야심경 - 般若心經,13
966587,구간반복 발음비교 빨간버튼 lite,13
1151901,머리가번뜩,13
931501,스마트콜 - 토익스피킹,13
630380,FileApp (Documents & Files Reader),13
798618,Mountain Bike PRO Cycling Computer powered by runtastic,13
1207347,야릇한착시현상,13
786477,Google Apps Browser by G-Whizz,13
945239,남자와 여자의 회화표현사전,13
849279,DataMan - Real Time Data Usage Manager,13
1894229,진격의 거인 - 성벽 방어,13
1231678,Pet Shop Story: World Games,13
697305,W2T Dic,13
945420,"숙면도우미-""잠이 보약""",13
1841154,★무삭제★ 핫오피스맞고! 야한 19성인게임 ◇무료1등◇,13
1614924,[추천] 트윗애드온즈 - 돈버는 트위터 앱,13
975265,결혼자금 견적내기 - 바로연,13
641626,시큐어 그룹 메모,13
788187,MokoAPP,13
1820502,포켓한국사 설민석,13
1658495,WAY GPS 전화 번호 추적,13
935469,케겔운동가이드,13
945941,악기연주,13
754866,Faces Visual Photo Dialer Lite: Fastest Favorites Dialer,13
1682739,不思議微生物タマタマ研究所,13
737985,GQ Korea HOT 100,13
969627,월간산,13
846237,OPlayer HD2 - the best video and music media player for iPad,13
1173774,블루투스™,13
1194186,프라이버시 카메라,13
971722,Funtris Toeic 게임으로 마스터하는 영단어!,13
1006803,DJ자연인,13
732969,Flight Control,13
942268,찬송가 558곡 (악보/가사),13
1217065,The Green Frog - StoryBean (스토리빈 청개구리 이야기),13
1605846,바코드 스캐너,13
935651,우리아기 이유식,13
969583,iMagazine No.0,13
1839853,대한민국평균보고서,13
822944,Jaws™ Revenge,13
1430502,Best Apps Market,13
1217132,캠핑알리미,13
1587282,Paplinko,13
617764,Wireless Tech Application Notes,13
1396790,신한카드 법인 Smart 신한,13
699112,유후와 친구들 : 13편 ~ 22편,13
684154,Planets,13
1600591,좀비컬렉터[ 회원가입이 필요없는 무료 좀비게임],13
941527,Futbol24,13
948641,구름빵 둘 for iPad,13
973530,블로우업!! 캐쥬얼,13
1514502,[WordHero],13
792058,1472뷰티톡,13
1396858,나의정력테스트(남친정력측정),13
1777799,Diamonds Blaze,13
1699198,21여친 스트립영상맞고,13
811045,GlobeConvert - Currency & Units Converter - Free,13
941767,연락처플러스 Free,13
589125,ABooka,13
1785880,Fly like a bird 3 lite,13
1219734,세컨드라이브 - 2ndrive for iPhone/iPad,13
941805,세종대학교,13
806256,Tiny Heroes,13
950822,臆想集【历代名女】,13
892390,2011년 홍대토정비결,13
930439,시크릿가든 드라마 영상만화,13
941814,피플러 Lite - 비밀연락처/사진첩,13
749325,"Web Albums - A Picasa Photo Viewer, Uploader and Manager",13
879738,트랜스포머 3 HD,13
1397814,사진으로보는나의스트레스,13
727873,Early Bird,13
942565,까이유 시즌1 : 1탄 이젠 무섭지 않아요. (1편~8편),13
940981,후보자검색,13
1611482,고양이 및 배경 개를 말하기,13
931832,성욕테스트,13
682772,Paradise Island HD,13
1163677,멍청한 새들 HD,13
998889,Zombie Panic in Wonderland Plus,13
1694402,조폭전쟁 (Crime War),13
1894213,오늘의이슈,13
656274,쇼팽 왈츠와 즉흥곡 - 싱크스코어,13
987307,모기안전지대Lite,13
1515665,강한 남자 : 남성 단련 프로젝트,13
1141715,EBS 모여라딩동댕 와글와글 꾸러기마을 1탄-,13
944571,테라 - 영원의혼돈 SE,13
1427873,AutoKiller Memory Optimizer,13
1220161,캠핑준비앱,13
917445,Solomon's Keep,13
1678071,★낙서전쟁★페이퍼워,13
1229383,BroadwayBarks,13
931597,깨비키즈 깨비 구구단,13
943645,DEATHSMILES,13
1614449,Solid Explorer (Trial),13
946042,uDrummer,13
940604,단위시간타이머(IntervalAlarm),13
809865,ENJOY 오사카,13
1144232,Epic Astro Story,13
1218644,QPaper,13
886985,TapClock,13
1230833,직감영어,13
941774,국가재난안전센터,13
1648721,전쟁에서 왕국,13
1001380,연예인 궁합,13
830023,Let's create! Pottery HD,13
1226938,우리은행 당근easy뱅킹,13
1194782,BizContact,13
941204,placebook(플레이스북),13
1465776,키드 모드 : 무료 게임 + 잠금,13
1234830,청력나이테스트,13
931704,마술학교,13
945407,크리에이티브 블록,13
1544087,EBS 중등학습,13
946087,iShred,13
1461435,IQ 테스트,13
1144747,마이 리틀 히어로 HD,13
1601034,★액션 디펜스★엘프디펜스SE,13
1611708,"[무료만화] 만화볼래?-순정만화,무협만화,웹툰,일본만화",13
1872327,버터 치킨,13
1844501,Slender Man! Chapter 1:Free,13
759067,MUJI CALENDAR,13
1614227,줌 카메라,13
966808,레위지파1집,13
936837,탈모 계산기,13
1578097,Tiny Bird,13
939018,한국경제자동차,13
1631043,브랜드톡-일상의 모든 브랜드를 내 손안에!!,13
1821886,Real Parking 3D Cappuccino 주차,13
980048,쌓기나무 Toy Block 2.0,13
939055,아주경제-글로벌경제신문,13
1816719,떡볶이 타운,13
1645418,EDGE Demo,13
761774,RemoteView for iPad.,13
941515,롯데빠!,13
707077,ArtRage,13
753946,DirectReader Free,13
892569,Water Your Body,13
1397371,성격의 비밀,13
1171023,Maid Escape Dungeon,13
1955880,연예인 메이크업 - 여자 게임,13
1898402,미스터훌라왕,13
936584,현대백화점,13
1154911,ETMusic,13
1534839,Tap Campus Life,13
1693046,3D Fun Catcher (FREE),13
1895372,오빠♥~ 옷벗기기 게임할래?,13
1224610,랜덤채팅,13
940144,배경화면 - 고화질 명품 이미지 S2,13
1617652,말하는 아기 쌍둥이,13
1894359,바나나 팬케이크 요리,13
762998,Smile Alarm ~ 8 Games to Wake You Up!,13
854416,FamilyMart,13
1435344,CallMotion(전화무음/수신/스피커모드)-갤럭시S,13
976519,Cinemagram,13
1697950,마인크래프트 영상모음,13
891958,"1,500 Ringtones Unlimited",13
1698645,F2F 장기 온라인,13
918901,말하는 토끼 토끼,13
1682787,Gun Zombie,13
983895,신기하지만 쓸모없는 사실들,13
1795704,베이커리 스토리: 성 패트릭 데이,13
931628,스마트스피킹 TOEIC,13
1224388,얼굴인식호감도테스트,12
1217061,토익LC 실전 모의고사 600제 (1)  for iPad,12
748798,터치 모자이크,12
791045,툰페이스 메이커 라이트 - ToonFaceMaker Lite,12
749579,10000+ Wallpapers HD,12
945475,헤라(Hera)다이어트-최면NLP트레이닝,12
790856,TextPics,12
937459,미로니 (Mironi) - 소셜 뮤직 플레이어,12
1172663,my facecard -  소셜 비즈니스 카드 앱,12
1852119,HP 인쇄 서비스 플러그인,12
696913,Virtual Guitar Free - Shared Songs Edition - 무료 기타,12
651009,ArtMuseum,12
941861,맥심 배터리 수명 체크,12
942734,지니키즈 오케스트라 (Genikids Orchestra),12
669113,Idiom Attack (Korean Edition),12
936008,뷰티북-BEAUTY BOOK,12
890211,UCC 다바다,12
938331,뉴스코리아,12
1861120,가상탈출 다이하드,12
754867,Faces Visual Photo Dialer: Favorites with Speed Dial,12
1699379,비공식 Minecraft 위키,12
597121,DBR 에센셜,12
1786041,Truck Challenge 3D,12
1781418,Top Gear: Stunt School SSR,12
1541846,빅토리 야구단,12
1185367,"스피드메모 - 텍스트, 음성, 그림",12
936303,"쿠폰통 - 지금 뜨는 맛집,뷰티,외식,배달 할인쿠폰!!",12
697873,Wikipedia Mobile,12
997677,2주다이어트,12
1780576,히어로슬레이어! [간단히 즐기는  퍼즐&디펜스 게임],12
1854997,전쟁의 시대,12
925712,다이어트 일기(프로) DD,12
948969,아가페 쉬운성경 Deluex HD+새찬송가 (오디오),12
1613319,기아 차량관리,12
1600251,포켓프린세스 공식 공략집 핸디게임,12
889717,ZENONIA® 2,12
1636586,농구 던지기,12
940882,오늘만 무료앱 게임 앱 추천! - 앱빠 앱포털,12
930938,팀오피스,12
932189,한국장학재단,12
942894,영어동화 STORY TREE [2+I],12
1521828,골프 Golf 3D,12
594707,CCM SKY,12
1170171,Gold Miner - OL,12
937401,음악 스킨 아이팟,12
938685,"Smart 뉴스, 복권, 날씨 서비스 (뉴복날)",12
932765,생리 달력 - Lady Diary,12
753757,Dental Manager,12
1537520,마이세이프드라이빙,12
1632611,미궁 - 이것으로 당신도 힘세고 강한 아침!,12
895352,Best Card,12
759032,Moxier Wallet,12
858845,링톤 디자이너(Ringtone Designer) - 벨,12
826225,KIA Box,12
718263,초코 히어로(Chocohero),12
1426087,안티 바이러스 무료,12
1920404,Hell Zombie,12
679292,MoMA,12
719579,"A ClassicCamera : 라이브 뷰 HDR 카메라, 사진 및 비디오",12
952066,twtkr pro for iPad - twitter 트위터 client,12
731807,FINAL FANTASY III for iPad,12
653776,BluePin,12
842622,NAMCO ARCADE,12
932301,한국경제 증권,12
1398057,DDD-디자인단축다이얼,12
851116,Play It,12
941750,사세보시 관광안내 어플리케이션,12
1822899,로드 히어로즈( Road Heroes ),12
592930,Bible!,12
1692469,Kamasutra - 3D 섹스 위치,12
1888114,Forgotten Tales Online MMORPG,12
881252,TV Scanner,12
941595,인천관광,12
1870712,[맞고] 요가 맞고,12
1605947,Link2SD,12
1000204,유령 이야기,12
892162,VPN Express (VPNVIP),12
1148337,우리아이 한글떼기 for iPhone,12
932748,몬스터 디펜스,12
941902,"응급실114 : 전국 병원 위치,연락처",12
1802637,블러디 앨리스 디펜스,12
1813057,StarCraft:Mobile,12
1580093,타이니팜완벽공략,12
901874,Cave Bowling,12
947236,도로주행연습,12
982191,딩동댕 한글-사물편,12
1601065,Spiders-Man Running(FREE),12
839569,AppZapp Pro - Free Paid Apps & Price Drops,12
938671,나우 - 관심사/뉴스/블로그/연예인 알리미,12
936933,원격의료상담 - 톡닥,12
1854945,잔여수명계산기,12
1537594,PopCube★팝큐브,12
931608,말하는 해치,12
1600298,대결! 가위바위보!,12
1628944,올레 스마트지킴이,12
969119,쉽게 포기하는 청춘을 위한 위대한 과학자의 말33,12
968844,iPOLiS mobile,12
1222613,Tiny Wings HD,12
857120,Real Guns & Games (리얼건즈 & 게임 : 마스터 컬렉션),12
1822847,애인과 결혼할 확률,12
1522954,두뇌건강 패턴암기2,12
968657,영남대학교,12
1769728,Clear Vision 2,12
1909389,Blueprint3D HD,12
1693145,남친 만들기,12
1153632,CreaVures,12
786895,"IKKI - 이모티콘 편집기 (트위터,페이스북,믹시,이메일,SMS/MMS)",12
1765405,METAL SLUG 2,12
622164,Absolute Board,12
788835,펫 넥스트 도어 (Pets Next Door),12
855103,2012 프로야구 퀴즈백과,12
940747,부산앱 Busan App,12
1585001,카운터 사막의 파업,12
1600301,KTG Collection,12
952956,My SK-II – Mobile Skincare Counseling by SK-II Korea,12
991366,악보연습,12
860937,라우터,12
949368,교원이솝극장2 양치기소년,12
936210,스마트헌혈,12
969996,햇님달님-동화게임(Game Of Fairytale),12
748930,TtV Camera HD Basic,12
937204,거문고,12
1600859,라이터 무료,12
1648260,거짓말 탐지기,12
1541797,Super Ski Jump Free,12
1539976,밀어밀어 인형뽑기 (2.0),12
942588,이지보카 토익 초급,12
682209,OPIc마스터(실전1회),12
1736131,메이플 스트라이커 스킬트리,12
986993,커다란무 HD - Lite,12
983734,경기대학교,12
1571285,얼티밋 러시안 룰렛,12
625706,캘린더² (표준 캘린더와 동기),12
1216394,쉬운 오답노트(무음지원),12
1225521,영어단어얌얌-초등학교단어,12
605810,KJV한영성경(한글흠정역),12
1601668,매일 복부 운동,12
1219744,ttting - 주선자 중심 소셜 데이팅 서비스 팅팅팅,12
1628847,aScreenshot,12
1800663,10000000,12
1607857,가톨릭 성경,12
1225450,클로리 : 해저 전쟁,12
941628,한화리조트,12
1875407,뭔가 이상한 사진,12
1614960,음성으로 듣는 야설,12
1901774,성냥인 복수 전쟁,12
732526,Fish Tales ™,12
1616361,"드라마 폐인 - TV다시보기, OST 음악감상",12
1397597,어린이 심리학 HD - 부모가 모르는 아이의 진짜 속마음,12
912161,Mr.Ninja,12
984538,techplus,12
1587501,방탈출(HD),12
709734,BATTLEFIELD: BAD COMPANY™ 2 for iPad,12
719013,Chromatic Tuner: Pano Tuner,12
749729,3D Camera qlulu,12
953731,The Creeps! HD,12
755001,Feeddler RSS 리더 Pro,12
1607786,D-Day 카운터 - 디데이 기념일,12
1845695,당신에게 어울리는 음란물,12
757850,"LinkMe - Quick Dial, SMS & Email",12
931544,깨비키즈 낱말카드,12
798660,MTB Pro,12
1587426,Fieldrunners HD,12
753266,Convert - Intuitive unit converter by Ncove Studio™,12
969226,weCAM,12
787284,KIN(즐) - 카카오톡 유틸리티의 모든것!,12
1606096,"M바로북-국내 최대 장르소설, 무료제공, 최신간,독점",12
981141,영화순위-무비차트,12
930763,예스24 전자도서관,12
826140,KeysmalClock,12
1777368,브라더즈 인 암즈® 2,12
873450,지뢰찾기 (Minesweeper),12
1800635,Next Launcher 3D Lite Version,12
941794,"SYS Activity Manager Lite for Memory, Processes, Disk, Battery & Network",12
933468,변기가 콩콩콩(for iPhone),12
1613960,Photaf 파노라마 (무료),12
1630072,윙클(WingCL),12
1124206,고고카페,12
907236,굿나잇 점프 (GoodNight Jump),12
736574,나가는길찾기 2(Get Out2),12
745550,액자 라이트,12
642225,현대증권 Smart able,12
1669300,뱀파이어 워,12
1144407,스페인어 박살내기 놀이를 통한 학습 (맞춤형),12
1625836,Doodle God™ F2P,12
1606710,강아지키우기 라이브배경,12
946020,어쿠스틱기타 (초보자를 위한 자습서),12
1606689,Pesoguin 메모 패드 (스티커),12
967134,오빠 뭘바? (Sneaky Peek),12
1230960,D-DAY ALBUM Lite : 기념일 사진 앨범 관리,12
1696789,Bubble Witch Saga,12
1193689,HDR FX - 생생한 풍경의 감동,12
935790,조깅,12
876906,TI Mobile(Tactical Intervention)_티아이 모바일 HD,12
856326,FoxTube HD - YouTube Cache,12
589430,이솝퍼즐 HD1,12
983980,한성대학교,12
1208578,Angry Birds Space Free,12
1864913,플래시 게임 박스,12
969567,틀린그림찾기 for iPad Free,12
1217797,The Fox and the Grapes - StoryBean (스토리빈 여우와 포도),12
930997,매일경제 기업정보,12
1957751,F 18 3D 전투기 시뮬레이터,12
947982,주머니속의 여행 영어 - Travel Conversation English,12
1196910,U-OTP+,12
1216818,애인본심체크하기,12
948089,연락처 노트,12
1811454,발달진단,12
846625,Osmos for iPad,12
1688578,아이러브커피 판매량 계산기,12
1600217,BINGO Blitz - FREE Bingo+Slots,12
1615068,스쿨맘톡 SchoolMomTalk,12
942443,금강반야바라밀경 (송강 스님 편역),12
1600863,벽돌깨기,12
987407,[키즈영어동화] 피터팬 HD - Lite,12
984685,부산교통정보,12
942186,코코몽 3탄 : Cocomong 3,12
941721,푸껫 여행 Lite - GetAbout Phuket Lite,12
1442910,Delver,12
1572808,농구 슛,12
1568110,Magic Wingdom,12
984962,청암사참살이,12
762166,Schedule Planner Pro,12
1407914,추리극장,12
1611161,심리 테스트북,12
1172366,Shipping Tycoon,12
1514675,[세계2차대전] 메달 오브 거너,12
1613203,겁나 빠른 공채,12
967168,camWatchdog - 가정용 CCTV & 오디오 비디오 스트리밍,12
1656247,Ice Cream Drop,12
744870,ActionShot,12
639817,RDM+ Remote Desktop for Mac and Windows,12
1454478,은하 빛 라이브 배경화면 Galaxy Light,12
806105,Here I Am (위치전송),12
762385,SeizeTheDay - To-Do List,12
1486681,Puzzle Attack,12
678533,멘델스존 한 여름밤의 꿈,12
1540949,꽃보다맞고,12
941237,COSMOSTYLE,12
1161285,제기차기 (Power Jegi),12
682208,OPIc,12
865050,Skewer 꼬치,12
1217724,걷고싶은 서울길,12
684226,PLAY English-틀린 그림 찾기,12
941803,iComic Viewer,12
1607976,무료 문자(카톡) 알림음 - 프링,12
1144934,CrossWorlds: the Flying City HD,12
654067,두뇌체조 365,12
941403,티비큐브 TV³cube,12
1778133,Duke Nukem 3D,12
1905160,Red Bull Kart Fighter 3,12
941765,쉬운-단위변환기,12
925643,매일 운동 무료,12
1611740,섹시한 무료 만화 G컵 여죄수,12
1769005,3D Truck Parking,12
1166259,100 Exits,12
969587,가톨릭성가 HD,12
1682364,워치타워 : 라스트 스탠드,12
756715,Hotdogoo,12
770576,DioDict 회화사전 (영어/중국어/일본어/한국어) ,12
805913,생쥐탈출 Lite,12
981565,"거울아,거울아",12
987318,내손안의 시청각실 (영어),12
1156617,헤어북 HairBook,12
1537620,주차의 달인,12
849013,D-Day,12
966598,와우패스 모바일,12
947195,Organizer,12
1123858,보안카드 인식,12
941241,스타홈피(StarHompy),12
931593,합격운전면허,12
1658058,포레스트 스토리,12
629172,EBS iContact 3,12
968787,카쉬전,12
1156681,Happy Chef HD,12
1613399,파일 관리자 HD (Tablet),12
1827035,쿠키런 치트,12
942255,머핀 맨,12
1445890,UMION 모델 K-POP 아이돌 스타 사진 합성,12
940032,코닥사진인화,12
975789,정봉주헌정달력,12
1616181,닌자고 모바일,12
1790819,필터 무료 사진 가공하는 카메라 앱!→Colorful,12
941500,축구작전판 iSoccerBoard,12
975979,토익 오답노트(무음지원) - 파트5,12
1398247,다큐로 영어 정복하기! 시즌 1,12
932205,내사랑 독도,12
1785468,SoulCraft THD (free),12
949014,이솝 여우이야기,12
947733,부치하먼의 How To Golf,12
1939267,파인딩 블루 (Finding Blue),12
1847009,[VEGA] 리모트샷,12
732710,FLAC Player,12
1693132,"스타팅 섹시한 글래머 아인을 스타와 펫,여친으로",12
1396961,주차의 달인 2 Free,12
945227,여친지킴이,12
1608013,눈물쏙가슴뭉클,12
949261,교원이솝극장3 토끼와 거북,12
1677174,ANGRY BOTS 9MB,12
1826964,공룡 섬 - Dino Island,12
1894312,퍼즐몬(PuzzleMon),12
1614494,다국어 번역기,12
938416,후보자검색 클린보트,12
1642815,SpeedCarII,12
631711,Golfshot: Golf GPS,12
711237,BIGBANG App,12
930574,사목수첩,12
969554,배달의민족 HD,12
943662,스페이스쉽아이온,12
672489,Korean Japanese Dictionary,12
1872840,뮤직비디오 마인크래프트,12
994480,태교음악,12
1456485,Good Morning Pops (GMP),12
896411,World Weather,12
917375,Social Girl,12
995258,귀가 뻥 뚫리는 리스닝 Level 1,12
972277,imo instant messenger for iPad,12
749152,Videolicious,12
1436913,Check My Android (체크 마이 안드로이드),12
1766844,HD 비디오 플레이어 프로,12
930748,천지팔양신주경,12
1681283,f50 game,12
1607859,전국 콜택시,12
1693986,Catapult Saga,12
976669,재능19단,12
895123,-= 전주버스 =-,12
869944,세균전 온라인 HD 무료 - 푸딩히어로,12
941826,연봉계산기 - SalaryCalculator,12
948052,지하철 알람,12
1736112,Zombie Road,12
1587423,Game Dev Story,12
1790789,"사진 편집기, 효과 및 프레임",12
930646,블루믹(BlueMIC),12
1674285,음악 플레이어,12
753649,생활계획표 Lite,12
983444,"K-POP Hits! (무료) - 가온,벅스,멜론,엠넷,뮤뱅 최신가요차트",12
1802868,짱구는못말려 버블짱(bubble),12
609383,MobiBook,12
752011,계산기 프로,12
927135,서울 주차장+,12
945561,하루 한 말씀 - 아름다운 하루의 시작,12
1007571,단고래,12
932540,스마트 한전,12
703119,Air Horn (Free!),12
1629114,"Viki – TV, Movies & Music",12
1599815,Dust: Offroad Racing,12
1664342,젤리 브레이크(Jelly Break),12
1682686,터보 트럭,12
1144936,경향 뉴스진,12
957220,WFL application for Smart Devices,12
915629,Robo5,12
1691047,Raiden Legacy,12
915520,RhythmStar Catch Free,12
936005,"모가 - 모텔, 데이트 할인쿠폰",12
784585,Blogsy,12
1540932,Montopia,12
1682467,확산성 밀리언아서 공식 공략커뮤니티 핸디게임,12
